business_id,city,state,latitude,longitude,categories,checkin_count
3DFvutUSvHebYJ0Lb1oW6g,Austin,TX,30.227407956999997,-97.8611971424,"Home Services, Real Estate, Real Estate Services, Property Management",2
nyQlAZJwQX052OG5jes2CQ,Austin,TX,30.361886100000003,-97.74578690000001,"Health & Medical, Endodontists, General Dentistry, Cosmetic Dentists, Dentists",1
Ieelu69Y23nbjKG3OGfwnw,Austin,TX,30.232133336300002,-97.82318294049999,"Restaurants, Coffee & Tea, Food, Burgers, Fast Food",11
IFB2K3BEZ2L_Mv5AbUD26Q,Austin,TX,30.2669961,-97.7453625,"Tex-Mex, Mexican, Tacos, Restaurants",58
fBvQQUk1-V9IUA8PbuYFWg,Austin,TX,30.2666386,-97.74365920000001,"Pizza, Restaurants, American (Traditional), American (New), Sandwiches",50
k435gqoMV8HZTAqc1TaEpg,Austin,TX,30.4114435,-97.7062822,"Health & Medical, Doctors, Otologists",3
LjQ_z_eYTvbPkdnxD_Ucrw,Austin,TX,30.3729298,-97.72407559999999,"Restaurants, Indian",86
LN1KLqHfhhR76FAZlRGTbw,Austin,TX,30.401356,-97.75253520000001,"Editorial Services, Career Counseling, Life Coach, Professional Services",2
UbP_JuB-zHHfLz2dvKe9yw,Austin,TX,30.1925973,-97.73867840000001,"Restaurants, Food, Food Trucks, Mexican",10
3iUsG46B1r-BONbfd16eYQ,Austin,TX,30.208253999999997,-97.815361,"Nail Salons, Estheticians, Skin Care, Beauty & Spas",12
qCV6-kUn5YbyCIWrBhivbA,Austin,TX,30.3099946,-97.7084707,"Gift Shops, Shopping, Head Shops, Fashion, Women's Clothing, Jewelry, Tobacco Shops, Flowers & Gifts",12
f-V-TUuLsw9HIC07q8vLFw,Austin,TX,30.344252,-97.7355807,"Hair Salons, Barbers, Beauty & Spas, Nail Salons",6
pRHHVhwKI6dh_LFCQETysA,Austin,TX,30.304016600000004,-97.8293803,"Health & Medical, Midwives",1
J7KvI94QUxab29LLeG6bew,Austin,TX,30.414169413200003,-97.84944638389999,"Barbers, Hair Salons, Waxing, Hair Removal, Beauty & Spas",20
nX3ypIx_Li7ZTXmzSr3kGQ,Austin,TX,30.185925800000003,-97.90482,"Child Care & Day Care, Nanny Services, Local Services",0
XC7F87UsL4WYEAb4bFsySg,Austin,TX,30.181965,-97.9701846,"Home Services, Electricians, Local Services, Lighting Fixtures & Equipment",0
AzLtjMpwuGGZ1bWbE2XC8A,Austin,TX,30.259837,-97.6981179,"Event Planning & Services, Editorial Services, Session Photography, Event Photography, Photographers, Professional Services, Boudoir Photography",0
eOnMGfoj3YOxGPDjrDE-sg,Austin,TX,30.4183815514,-97.7019745078,"Food, Fast Food, Chinese, Restaurants",128
F0n25o5lpaFJpEW8DFS8Ww,Austin,TX,30.307557399999997,-97.9262186,"Coffee Roasteries, Cafes, Food, Coffee & Tea, Restaurants",126
owJ_0-9YBYfy40YD7l_KSA,Austin,TX,30.2729209,-97.7443863,"Restaurants, Food Trucks, American (Traditional), Food",23
Xfg6HIaqB5CzR8v5_0XpRg,Austin,TX,30.4219967,-97.6710037,"Automotive, Oil Change Stations, Auto Repair, Shopping, Battery Stores, Tires",31
e3SRzV_dN_t5ZQW9TtK1qQ,Austin,TX,30.198704,-97.761154,"Family Practice, Doctors, Health & Medical",0
q1ahAU8s0Jr_zO-K0kl16g,Austin,TX,30.2857515,-97.74211590000002,"Children's Clothing, Accessories, Art Supplies, Arts & Crafts, Books, Mags, Music & Video, Shopping, Bookstores, Fashion",15
oRIyL281Ov5SSb6PyuWvaw,Austin,TX,30.192151000000003,-97.692655,"Shipping Centers, Local Services",2
xaO75FONLcaJfymXuKIVnQ,Austin,TX,30.2294549,-97.7849311,"Health & Medical, Physical Therapy, Massage Therapy, Chiropractors, Acupuncture",46
Icy57ClES-kBwt_l5pufYA,Austin,TX,30.3930711,-97.72594649999999,"Home Inspectors, Home Services",0
-ntGRFLfW264UwZTuX9N0Q,Austin,TX,30.315378999999997,-97.6865849,"Event Planning & Services, Session Photography, Event Photography, Photographers",0
TDxyi0IIrmKqcJ3cdn1QSg,Austin,TX,30.326640628899998,-97.9625467106,"Auto Detailing, Automotive, Car Wash",98
CDHhzefl1AQ1FqGADr8fow,Austin,TX,30.3884721,-97.6969336,"Life Coach, Professional Services, Counseling & Mental Health, Career Counseling, Health & Medical",2
guYnW-MrSjajUqveIl4zIw,Austin,TX,30.1711008,-97.79069270000001,"Event Planning & Services, Party Supplies, Amusement Parks, Playgrounds, Trampoline Parks, Child Care & Day Care, Active Life, Local Services, Challenge Courses",73
7gQHCKoBzkH6NIJcpcDBbQ,Austin,TX,30.377134,-97.7259912,"Automotive, Auto Customization, Oil Change Stations, Auto Repair",0
RG14VD07mNN-oXeTAYB8Fg,Austin,TX,30.2905467,-97.74464870000001,"American (Traditional), Food Trucks, Food, Restaurants",15
Om5_EJ6OKzF1TQUNMy_21w,Austin,TX,30.3988652814,-97.7488945288,"Food, Specialty Food, Juice Bars & Smoothies, Health Markets",566
XCyX0tFg0HKi_xILMDO1vg,Austin,TX,30.241536100000005,-97.75928420000001,"Pets, Veterinarians",45
qp0XQcIxIT9PtYbcoT6PqA,Austin,TX,30.3087594,-97.93879809999999,"Beauty & Spas, Hair Stylists, Hair Salons",0
9AQ1io2V6_AXM5Yo_H337A,Austin,TX,30.341790999999997,-97.7159428,"Real Estate Agents, Commercial Real Estate, Home Services, Real Estate, Real Estate Services",0
0SFalTi9ctaTD8SG2-r_UA,Austin,TX,30.3355274169,-97.8043457866,"Eyebrow Services, Makeup Artists, Beauty & Spas, Permanent Makeup",0
splo-B5sr3mRmbRY0O-_HQ,Austin,TX,30.323058000000003,-97.682112,"Automotive, Auto Repair",77
fDagm540ieAAh5G9LA27Yg,Austin,TX,30.393005,-97.706731,"Middle Eastern, Mediterranean, Restaurants, Halal",722
K5M7eDkRXtSc_oPS5gryFw,Austin,TX,30.322977500000004,-97.73916650000001,"Jewelry, Arts & Entertainment, Shopping, Home & Garden, Home Decor, Furniture Stores, Antiques, Art Galleries",91
t4Fd0eafK2KWFkV-afxxPA,Austin,TX,30.4177173,-97.70074009999999,"Breakfast & Brunch, Comfort Food, Restaurants, Filipino, Asian Fusion",19
RJSsnPCuD590TgAOx_MYsQ,Austin,TX,30.401356,-97.75253520000001,"Beauty & Spas, Hair Stylists, Makeup Artists, Hair Salons, Event Planning & Services, Party & Event Planning",14
ZEEDCAxJ71X-BT-Azk1VDA,Austin,TX,30.433230600000005,-97.8411722,"Local Services, Junk Removal & Hauling, Movers, Packing Services, Home Services",1
1Sq21W65_nFPQWq8QZimvg,Austin,TX,30.257823,-97.8066,"Women's Clothing, Fashion, Shopping, Jewelry, Accessories",1
kTeiieBa9fVcYpo3diw_6Q,Austin,TX,30.378790999999996,-97.657516,"Dry Cleaning & Laundry, Local Services, Dry Cleaning, Laundry Services",6
DpHPj1fhm-YJd0VtuMcqZA,Austin,TX,30.1754696767,-97.8264613437,"Eyewear & Opticians, Health & Medical, Optometrists, Shopping",20
qbnnaCEVqTevK6hgrFw5Kw,Austin,TX,30.237528499999996,-97.7172516,"Home Services, Apartments, Real Estate",28
tXcr_zjVJBO-sRIF_Pn44A,Austin,TX,30.224735,-97.772428,"Restaurants, Food Trucks, Food, American (New), Sandwiches",1
3kMrTQGdIf5__to5gvp71Q,Austin,TX,30.234813399999997,-97.7917649,"Automotive, Auto Parts & Supplies",157
iRkFdLYre6Z3aep82U6_1Q,Austin,TX,30.375302,-97.6910812,"Oil Change Stations, Smog Check Stations, Automotive, Tires, Auto Parts & Supplies, Auto Repair",10
Yz7avqsSiG-llNaPSv8Q7g,Austin,TX,30.347519944499997,-97.7366677152,"Flooring, Masonry/Concrete, Contractors, Local Services, Home Services, Machine & Tool Rental",1
T55nNWr06T492oDUh0R8bQ,Austin,TX,30.210061100000004,-97.78688120000001,"Restaurants, Mexican",42
IjBKuGbZuoqMIPzpvKATvg,Austin,TX,30.2322185,-97.79095799999999,"Health & Medical, Drugstores, Shopping",29
g6jfs1CSMZYfKqXvho-IWw,Austin,TX,30.40917,-97.671428,"Shopping, Office Equipment",26
HOQw78QIGe3shVx5rMpiCw,Austin,TX,30.27125,-97.731588,"Restaurants, Mexican",52
m1FiqfqcMMfa53lSu29vPg,Austin,TX,30.364010399999998,-97.72957650000001,"Nail Salons, Beauty & Spas, Eyelash Service",19
_rt-Z934kfFzgG19nTrIcQ,Austin,TX,30.268838399999996,-97.73654920000001,"Tex-Mex, Restaurants, Tacos, Nightlife, Bars, Mexican",1172
a95xC46ji0L4HSzDXUT5Wg,Austin,TX,30.392533,-97.745266,"Eyelash Service, Waxing, Hair Removal, Beauty & Spas, Nail Salons",163
3llkRFbSY2ttbUEhzi9A-w,Austin,TX,30.404887,-97.849613,"Banks & Credit Unions, Financial Services, Real Estate, Mortgage Brokers, Home Services, Mortgage Lenders",0
J0KBo9OCagU59ODxk1JdEg,Austin,TX,30.216580100000005,-97.6902118,"Hotels & Travel, Event Planning & Services, Hotels",68
JT4iSwV0aAlK68SCRNImZg,Austin,TX,30.261377600000003,-97.71423940000001,"Juice Bars & Smoothies, Restaurants, Shaved Ice, Food Stands, Food, Food Trucks, Mexican",10
ZfKHogPGqQpzgNFSFjfICw,Austin,TX,30.349259000000004,-97.7057769,"Packing Supplies, Shopping, Local Services, Professional Services, Self Storage, Home Services, Movers",1
8QSlsu6rgENMMVKLWBGBVw,Austin,TX,30.271438,-97.754276,"Mattresses, Furniture Stores, Home & Garden, Shopping, Home Decor",15
5MlTTQwu00CMxYVBw-tbyQ,Austin,TX,30.257829872,-97.8082889059,"Arts & Entertainment, Cinema",767
M87pI5ZFMn2QqQ_wIe1SjA,Austin,TX,30.354240899999997,-97.7742702,"Nanny Services, Professional Services, Local Services",0
dOqEWXBDkhB01uUQcS2wzQ,Austin,TX,30.3618055,-97.7480547,"Doctors, Physical Therapy, Health & Medical, Sports Medicine",9
z6JaSGEBzdUArV3_EeLobQ,Austin,TX,30.2671222873,-97.7500280758,"Bars, Nightlife, French, Vegetarian, Modern European, Restaurants, Food, Austrian",138
NJdqhj35cj1xElxHqfYthw,Austin,TX,30.1967499,-97.78845240000001,"Beauty & Spas, Nail Salons",69
J8Ha6yIvGoU-E31jnCq7Ew,Austin,TX,30.3412737662,-97.73838863639999,"Restaurants, Nightlife, American (New), Bars, Gastropubs",1880
lhNscRIch7GDNb1GrkevQg,Austin,TX,30.339303,-97.68970300000001,"Auto Parts & Supplies, Tires, Automotive, Oil Change Stations",3
ENxpXymBT9z6l_S2mQ-4Sg,Austin,TX,30.231902500000004,-97.7284267,"Home Services, Real Estate, Apartments",179
DB9WSaFVPP7kNwBwnq8fTw,Austin,TX,30.355822999999997,-97.754602,"Keys & Locksmiths, Home Services",0
uIF4vUMvkx9sF5ctWBXZkA,Austin,TX,30.266209000000003,-97.78465179999999,"Counseling & Mental Health, Health & Medical, Psychologists",0
zZIWHmITwqaC8OhnPkjEIQ,Austin,TX,30.3059071,-97.7431556,"Breakfast & Brunch, Sandwiches, Restaurants, Food, American (Traditional), Coffee & Tea",1776
C3EKeB7Qy3aqUahzhgT4fA,Austin,TX,30.411821594899997,-97.67484631200001,"Banks & Credit Unions, Financial Services",23
pj9L2xM4gRrLX-Jfjza5BQ,Austin,TX,30.279452600000003,-97.74752690000001,"Financial Services, Financial Advising, Bankruptcy Law, Lawyers, Professional Services",9
svbQI7G6MZjAqLVt5ufLxA,Austin,TX,30.3959762748,-97.74536132809999,"Hair Salons, Beauty & Spas, Skin Care",27
S72ahVmIDe-6TyUpE7vAbQ,Austin,TX,30.284894800000004,-97.73675190000002,"Breakfast & Brunch, Mexican, Fast Food, Salad, Restaurants",15
8BTzQCjdEc7Rxj2QWafTAA,Austin,TX,30.435295166,-97.6852223802,"Security Systems, Home Services, Professional Services",26
RB9jn7gYYcvr7SSeEjx8VA,Austin,TX,30.144310600000004,-97.79303890000001,"Apartments, Real Estate, Home Services",0
uXotkTqHrXXEqTwKgx8pzQ,Austin,TX,30.226865999999998,-97.744281,"Child Care & Day Care, Education, Preschools, Local Services, Elementary Schools",0
s838cXcKkxJenpI1ppiUrw,Austin,TX,30.312971,-97.85395799999999,"Health & Medical, Dentists, Oral Surgeons, General Dentistry, Orthodontists, Periodontists, Cosmetic Dentists, Pediatric Dentists",2
Ys1kfp45SDcrHSiC4ttM1Q,Austin,TX,30.2656413,-97.7461949,"Women's Clothing, Shopping, Fashion",8
Th1cVQN8nJswvxwab15cJQ,Austin,TX,30.446996411,-97.7950358578,"Beauty & Spas, Hair Stylists, Day Spas, Skin Care, Hair Salons",28
jkifQj4LWoLRm05_G4wkng,Austin,TX,30.3010001367,-97.6986417778,"Food, Bakeries, Health & Medical, Grocery, Pharmacy",3865
xXTlnntCdLhlbmeBFHU7tA,Austin,TX,30.309948499999997,-97.7424632,"Traditional Chinese Medicine, Acupuncture, Health & Medical",0
TnRcGRybKUR5phkN7Es3jQ,Austin,TX,30.185178999999998,-97.8175505,"Medical Centers, Health & Medical",51
pCg4oRweZQnoXo2j7_-BqQ,Austin,TX,30.2687289671,-97.7283888839,"Hotels, Event Planning & Services, Restaurants, Cafes, Nightlife, Hotels & Travel, Bars",9
PWtzJ-tUyvicN58tzdtAfA,Austin,TX,30.442976035,-97.78602361680001,"Local Services, Shopping, Musical Instrument Services, Musical Instruments & Teachers",12
MaSJyD1Pi4l0Phn2BDbtnw,Austin,TX,30.348219,-97.715233,"Active Life, Fitness & Instruction, Trainers, Local Flavor, Specialty Food, Health & Medical, Physical Therapy, Yoga, Gyms, Health Markets, Food",20
qzm773ty9vbwpFuY3GyQAw,Austin,TX,30.404700300000002,-97.7216282,"Home & Garden, Mattresses, Shopping, Furniture Stores",51
azX1NmrF1GCmXobaMmj3KA,Austin,TX,30.283710716199998,-97.71743608770001,"Wine Bars, Bars, Lounges, Nightlife",792
vctfNR9lnFFHovLtsQKupw,Austin,TX,30.346053100000002,-97.71148240000001,"Shopping, Screen Printing, Screen Printing/T-Shirt Printing, Local Services, Embroidery & Crochet, Arts & Crafts, Art Supplies",0
w89ay2pZDTd-3cJsRlx22Q,Austin,TX,30.318749,-97.73151999999999,"Cafes, Restaurants, Lounges, Nightlife, Food, Coffee & Tea, Bars",136
WR1l10dTJVbBdFQc4VdfNg,Austin,TX,30.2456728,-97.7688358,"Massage Therapy, Health & Medical, Doulas, Massage, Reiki, Life Coach, Active Life, Professional Services, Beauty & Spas, Yoga, Fitness & Instruction",0
i1KSizy873e_tUEy0P4gFw,Austin,TX,30.2552924,-97.7610459,"Tai Chi, Yoga, Active Life, Fitness & Instruction",55
zH6D1D87WI0tzxZ-6ulCkQ,Austin,TX,30.2731708,-97.7616402,"Local Services, Child Care & Day Care",2
6-HTwJDZ6CvqRNA9E-ymYw,Austin,TX,30.263075,-97.713718,"Desserts, Ice Cream & Frozen Yogurt, Food, Food Trucks",4
_tYBSnpgasg_tynr71h7aQ,Austin,TX,30.435207199999997,-97.7673469,"Dry Cleaning & Laundry, Local Services, Laundry Services",38
YKwVqpzIUv97eH-67_8kHA,Austin,TX,30.304772999999997,-97.934122,"Coffee & Tea, Restaurants, Food",302
G-OG28u91jgAQ0brtVDckw,Austin,TX,30.2135401681,-97.7495737374,"Event Planning & Services, Hotels & Travel, Hotels",109
AFhbVnKpqV4CZYkM3hfEIQ,Austin,TX,30.307282543099998,-97.7069347793,"Food, Food Delivery Services, Desserts, Ice Cream & Frozen Yogurt, Bakeries",52
ew37m-SY4fwz1pgEkvJq1A,Austin,TX,30.253258000000002,-97.57084499999999,"Food, Farmers Market",0
8RA2N0jmuMBfFqHQhtK4qQ,Austin,TX,30.383840000000003,-97.74064200000001,"Beauty & Spas, Nail Technicians, Nail Salons",2
mW4zQv4EMCWvBm-w2DDsmw,Austin,TX,30.415048,-97.6956507,"Tacos, Mexican, Restaurants",33
S4YbK5UZjQIrblySrt-6Qg,Austin,TX,30.3352472,-97.73916650000001,"Active Life, Swimming Lessons/Schools, Diving, Education, Specialty Schools, Fitness & Instruction",102
SxvQ-ke__mLLTh9e0LgTwA,Austin,TX,30.303216968,-97.741393727,"Periodontists, Dentists, Cosmetic Dentists, Health & Medical",8
asSSj94QcPnnm55aPbxe-A,Austin,TX,30.2228447,-97.74735720000001,"Event Planning & Services, Wedding Planning, Caterers",2
D1d5rpGMpEiq3r1FqgofIg,Austin,TX,30.351343100000005,-97.7504051,"Doctors, Health & Medical, Internal Medicine, Family Practice",0
x0506n4GE4_jgUrDegtaGQ,Austin,TX,30.2424653,-97.8816418,"Home Services, Pool & Hot Tub Service, Pool Cleaners, Home & Garden, Hot Tub & Pool, Shopping, Contractors",1
0U9OMoo2fneAw-3q6QfgJQ,Austin,TX,30.3055767,-97.746679,"Doctors, Urologists, Health & Medical, Surgeons",0
LfQ4kBtZMv50iO5xksi6qg,Austin,TX,30.371452,-97.727673,"Beauty & Spas, Tanning, Hair Stylists, Hair Extensions, Hair Salons, Makeup Artists",4
6yUN2JzJqhnuRvsPydrHXA,Austin,TX,30.154068,-97.79418829999999,"Arts & Entertainment, Venues & Event Spaces, Event Planning & Services, Cinema",749
pvIpkfabFvr2Ni9IIOx7Eg,Austin,TX,30.160244,-97.777445,"Nail Salons, Beauty & Spas",28
3VfnZUFiRlJaB2prFhiT4w,Austin,TX,30.427398999999998,-97.6766536,"Landscaping, Irrigation, Contractors, Home Services, Local Services",1
hXCf8B9p80S4OJITRKiuWw,Austin,TX,30.2881704,-97.750795,"Dentists, Health & Medical, Oral Surgeons, General Dentistry",13
Amrrd9jZfAy8g0nhKnVyuw,Austin,TX,30.4223688146,-97.7157138355,"Public Services & Government, Libraries",209
99mk73s5IhCn-ENR06XF7Q,Austin,TX,30.326464,-98.020352,"Masonry/Concrete, Patio Coverings, Decks & Railing, Landscape Architects, Contractors, Roofing, Home Services",0
hkqFm02Y2ax0Pd1BdEyl1A,Austin,TX,30.373098499999998,-97.755525,"Food, Health Markets, Specialty Food, Ice Cream & Frozen Yogurt, Desserts",38
2nhlPok44wss9C_nGWKEiw,Austin,TX,30.3625187,-97.69843449999999,"Restaurants, Indian, Halal, Pakistani",56
tmvswVDr4n56EjWq_RptBA,Austin,TX,30.3183136593,-97.7399416283,"Wine Bars, Nightlife, Restaurants, Event Planning & Services, Caterers, Italian, Bars",1234
uc6rLEvqPFTEBWxlWzgrzg,Austin,TX,30.206862199999996,-97.8353505,"Convenience Stores, Automotive, Gas Stations, Food",72
Ks9ybb0MWv6cxnfKQaTikw,Austin,TX,30.272531,-97.761392,"Sporting Goods, Shopping, Fitness & Instruction, Sports Wear, Shoe Stores, Active Life, Trainers, Fashion",108
9vICKr25A3YG88Zr1wxDiQ,Austin,TX,30.363139,-97.788907,"Restaurants, Italian",7
kpYmJm0pOvnjhKUf61iOwQ,Austin,TX,30.1915658,-98.08277559999999,"Pest Control, Local Services",0
xfjHiIksr4KerOuoMeEHQA,Austin,TX,30.233487,-97.78535699999999,"Child Care & Day Care, Local Services, Education, Elementary Schools, Montessori Schools, Preschools",0
0_HJFDo9_bTvlc5lFTxarg,Austin,TX,30.3934016,-97.92698440000001,"Septic Services, Local Services",0
hVIk4TXLb7dVyd6ogHpakA,Austin,TX,30.4472753,-97.7947058,"Skin Care, Waxing, Beauty & Spas, Hair Removal, Nail Salons",2
KutYXRWISk-AxLaPeozD0w,Austin,TX,30.271949300000003,-97.74843940000001,"Middle Schools & High Schools, Education, Preschools, Elementary Schools",0
FMfeFp45xw2oqmify7AQug,Austin,TX,30.2729209,-97.7443863,"Pet Training, Pets, Pet Services",0
1Pv5PaojXK7OwHAqiZ1i3g,Austin,TX,30.2759622,-97.7470783,"Health & Medical, Beauty & Spas, Medical Spas, Skin Care",1
Z60Bku7pQfo-LyXH7Fs3Lg,Austin,TX,30.2556904,-97.7630622,"Beauty & Spas, Nail Salons",31
_egZqeDvRYKkBeKedtYqpg,Austin,TX,30.3687168,-97.75436040000001,"Rehabilitation Center, Hospice, Health & Medical, Retirement Homes, Counseling & Mental Health",37
2SbmgX5eHK4EMaIJmO1qbw,Austin,TX,30.286198600000002,-97.7425615,"Restaurants, Food Trucks, Caterers, Taiwanese, Asian Fusion, Event Planning & Services, Food",557
CWdkjgZJu76Oax3XYbhXyA,Austin,TX,30.390411656100003,-97.74392677549999,"Financial Services, Banks & Credit Unions",110
qpNZxm7paCmuF5dNnGkL8A,Austin,TX,30.270791,-97.755177,"Shopping, Bridal, Women's Clothing, Fashion",18
LipvdQr-HdtXtc1By1pqmg,Austin,TX,30.251929999999998,-97.7637839,"Nail Salons, Beauty & Spas, Hair Salons",167
gbTotkXVvnBc-cvY_w8J8w,Austin,TX,30.200407953899997,-97.76422002940001,"Shopping, Mobile Phones, Mobile Phone Accessories, IT Services & Computer Repair, Local Services, Telecommunications",31
nugiaUymwOPbDmbl52w9ug,Austin,TX,30.2265531,-97.6813185,"Damage Restoration, Packing Services, Home Cleaning, Local Services, Carpet Cleaning, Home Services, Office Cleaning, Air Duct Cleaning, Professional Services",0
8WjTdvSpHs5BMIZDVev6Dg,Austin,TX,30.1719011279,-97.78177176959998,"Apartments, Home Services, Real Estate",55
4THc7ojs6ppNHKhLl74www,Austin,TX,30.382482,-97.688518,"Chinese, Soup, Restaurants, Taiwanese, Sushi Bars",1390
vpO1aL82921_lvdY_JbSSQ,Austin,TX,30.2558467,-97.7214885,"Jewelry, Cosmetics & Beauty Supply, Beauty & Spas, Party & Event Planning, Shopping, Accessories, Event Planning & Services, Wigs, Fashion",64
AOlTizkB4hxBgacCRY6nFw,Austin,TX,30.2945971,-97.8229321,"Active Life, Hiking",39
wQTamPQ2VwJwFSgeTUnbgg,Austin,TX,30.3171565,-97.9888445,"Pediatricians, Health & Medical, Family Practice, Doctors, Medical Centers",3
hSMfK11FD36rMrVlGpu6lQ,Austin,TX,30.168207000000002,-97.81776009999999,"Permanent Makeup, Makeup Artists, Eyebrow Services, Beauty & Spas, Eyelash Service, Skin Care, Barbers, Tattoo",1
RQMinkYijOmmkxzDrel_Cg,Austin,TX,30.268994199999998,-97.75699200000001,"Child Care & Day Care, Trainers, Swimming Pools, Active Life, Fitness & Instruction, Gyms, Local Services",2249
DSEsFWzM3UCq54E2X0P9Zg,Austin,TX,30.2013359078,-97.87899473590001,"Restaurants, Pizza, Italian",495
gtHKpfD9csK4hEi7e142ow,Austin,TX,30.44115,-97.752309,"Irrigation, Landscaping, Contractors, Home Services, Plumbing",0
gzZ1DoMF_33RGKRjFrQlfg,Austin,TX,30.3055711,-97.725376,"Flowers & Gifts, Florists, Shopping",2
4XLSNVJcveUz2P8cck9OZA,Austin,TX,30.399834909899997,-97.704408969,"Mexican, Breakfast & Brunch, Restaurants",139
DHdcNdYW_8YngC7HCss-eg,Austin,TX,30.3504675,-97.7519257,"Dentists, General Dentistry, Health & Medical, Oral Surgeons",4
4SkIgjCMDmwW1J1JNj7d_A,Austin,TX,30.2717517,-97.74181879999999,"Sandwiches, Fast Food, Restaurants, Delis, Mexican",74
FMTP01IleURBnbgINqJ8Ew,Austin,TX,30.3765299,-97.7631632,"Party Supplies, Party & Event Planning, Venues & Event Spaces, Event Planning & Services",3
8Qalp-5SiGMiZj_9VnVrxw,Austin,TX,30.4319708,-97.6831579,"Packing Services, Self Storage, Hotels & Travel, Professional Services, Local Services, Junk Removal & Hauling, Movers, Home Services, Transportation, Train Stations",8
